index,text,score,difficulty_score,difficulty_strategy,difficulty
0,"simplistic , silly and tedious .",-1,0.0021712123416364193,roberta-mlm-loss,easy
1,"it's so laddish and juvenile , only teenage boys could possibly find it funny .",-1,0.0018709221621975303,roberta-mlm-loss,easy
2,exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable .,-1,0.007709380239248276,roberta-mlm-loss,medium
3,"[garbus] discards the potential for pathological study , exhuming instead , the skewed melodrama of the circumstantial situation .",-1,0.016951924189925194,roberta-mlm-loss,medium
4,a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .,-1,0.0017351135611534119,roberta-mlm-loss,easy
5,"the story is also as unoriginal as they come , already having been recycled more times than i'd care to count .",-1,0.001207581372000277,roberta-mlm-loss,easy
6,about the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience's meat grinder one more time .,-1,0.11251983046531677,roberta-mlm-loss,hard
7,not so much farcical as sour .,-1,0.003115325700491667,roberta-mlm-loss,easy
8,unfortunately the story and the actors are served with a hack script .,-1,0.011545814573764801,roberta-mlm-loss,medium
9,"all the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject .",-1,0.0011620912700891495,roberta-mlm-loss,easy
10,a sentimental mess that never rings true .,-1,0.06450652331113815,roberta-mlm-loss,hard
11,"while the performances are often engaging , this loose collection of largely improvised numbers would probably have worked better as a one-hour tv documentary .",-1,0.0025752803776413202,roberta-mlm-loss,easy
12,"interesting , but not compelling .",-1,0.0004533898027148098,roberta-mlm-loss,easy
13,"on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire .",-1,0.048876482993364334,roberta-mlm-loss,medium
14,"while the ensemble player who gained notice in guy ritchie's lock , stock and two smoking barrels and snatch has the bod , he's unlikely to become a household name on the basis of his first starring vehicle .",-1,0.5715941190719604,roberta-mlm-loss,hard
15,there is a difference between movies with the courage to go over the top and movies that don't care about being stupid,-1,0.001278845826163888,roberta-mlm-loss,easy
16,"nothing here seems as funny as it did in analyze this , not even joe viterelli as de niro's right-hand goombah .",-1,0.8714401721954346,roberta-mlm-loss,hard
17,"such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us "" the skulls "" and last year's "" rollerball . "" enough said , except : film overboard !",-1,0.5771932601928711,roberta-mlm-loss,hard
18,"here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit sascha .",-1,0.001025128411129117,roberta-mlm-loss,easy
19,this 100-minute movie only has about 25 minutes of decent material .,-1,0.002455712528899312,roberta-mlm-loss,easy
20,the execution is so pedestrian that the most positive comment we can make is that rob schneider actually turns in a pretty convincing performance as a prissy teenage girl .,-1,0.018944771960377693,roberta-mlm-loss,medium
21,"on its own , it's not very interesting . as a remake , it's a pale imitation .",-1,0.0007098071509972215,roberta-mlm-loss,easy
22,it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there's a little girl-on-girl action .,-1,0.004027160350233316,roberta-mlm-loss,easy
23,"a farce of a parody of a comedy of a premise , it isn't a comparison to reality so much as it is a commentary about our knowledge of films .",-1,0.004896080121397972,roberta-mlm-loss,medium
24,"as exciting as all this exoticism might sound to the typical pax viewer , the rest of us will be lulled into a coma .",-1,0.002570615615695715,roberta-mlm-loss,easy
25,the party scenes deliver some tawdry kicks . the rest of the film . . . is dudsville .,-1,0.0728808268904686,roberta-mlm-loss,hard
26,our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender  and i know this because i've seen 'jackass : the movie . ',-1,0.015758424997329712,roberta-mlm-loss,medium
27,"the criticism never rises above easy , cynical potshots at morally bankrupt characters . . .",-1,0.03495144844055176,roberta-mlm-loss,medium
28,"the movie's something-borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story . killing time , that's all that's going on here .",-1,0.3366590738296509,roberta-mlm-loss,hard
29,"stupid , infantile , redundant , sloppy , over-the-top , and amateurish . yep , it's "" waking up in reno . "" go back to sleep .",-1,0.01365284901112318,roberta-mlm-loss,medium
30,"somewhere in the middle , the film compels , as demme experiments he harvests a few movie moment gems , but the field of roughage dominates .",-1,0.46361231803894043,roberta-mlm-loss,hard
31,the action clichs just pile up .,-1,0.008635101839900017,roberta-mlm-loss,medium
32,"payami tries to raise some serious issues about iran's electoral process , but the result is a film that's about as subtle as a party political broadcast .",-1,0.2106722742319107,roberta-mlm-loss,hard
33,the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this ; i assume the director has pictures of them cavorting in ladies' underwear .,-1,0.14667296409606934,roberta-mlm-loss,hard
34,another useless recycling of a brutal mid-'70s american sports movie .,-1,0.009108253754675388,roberta-mlm-loss,medium
35,i didn't laugh . i didn't smile . i survived .,-1,0.001132866251282394,roberta-mlm-loss,easy
36,"please , someone , stop eric schaeffer before he makes another film .",-1,0.0018392596393823624,roberta-mlm-loss,easy
37,"most of the problems with the film don't derive from the screenplay , but rather the mediocre performances by most of the actors involved",-1,0.0019201491959393024,roberta-mlm-loss,easy
38,". . . if you're just in the mood for a fun -- but bad -- movie , you might want to catch freaks as a matinee .",-1,0.013847298920154572,roberta-mlm-loss,medium
39,curling may be a unique sport but men with brooms is distinctly ordinary .,-1,0.07194101065397263,roberta-mlm-loss,hard
40,"though the opera itself takes place mostly indoors , jacquot seems unsure of how to evoke any sort of naturalism on the set .",-1,0.010296251624822617,roberta-mlm-loss,medium
41,there's no getting around the fact that this is revenge of the nerds revisited -- again .,-1,0.21422071754932404,roberta-mlm-loss,hard
42,"the effort is sincere and the results are honest , but the film is so bleak that it's hardly watchable .",-1,0.0009219926432706416,roberta-mlm-loss,easy
43,"analyze that regurgitates and waters down many of the previous film's successes , with a few new swings thrown in .",-1,0.07095872610807419,roberta-mlm-loss,hard
44,"with flashbulb editing as cover for the absence of narrative continuity , undisputed is nearly incoherent , an excuse to get to the closing bout . . . by which time it's impossible to care who wins .",-1,0.004052211530506611,roberta-mlm-loss,easy
45,"stinks from start to finish , like a wet burlap sack of gloom .",-1,0.0038891362491995096,roberta-mlm-loss,easy
46,"to the civilized mind , a movie like ballistic : ecks vs . sever is more of an ordeal than an amusement .",-1,0.8631741404533386,roberta-mlm-loss,hard
47,equlibrium could pass for a thirteen-year-old's book report on the totalitarian themes of 1984 and farenheit 451 .,-1,0.6545494198799133,roberta-mlm-loss,hard
48,the lack of naturalness makes everything seem self-consciously poetic and forced . . . it's a pity that [nelson's] achievement doesn't match his ambition .,-1,0.006545929703861475,roberta-mlm-loss,medium
49,everything is off .,-1,0.016671817749738693,roberta-mlm-loss,medium
50,"when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theater and shout , 'hey , kool-aid ! '",-1,0.007296752650290728,roberta-mlm-loss,medium
51,"an easy watch , except for the annoying demeanour of its lead character .",-1,0.00031766435131430626,roberta-mlm-loss,easy
52,"imagine the cleanflicks version of 'love story , ' with ali macgraw's profanities replaced by romance-novel platitudes .",-1,0.38425472378730774,roberta-mlm-loss,hard
53,"pc stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion .",-1,0.7476615905761719,roberta-mlm-loss,hard
54,"forget the misleading title , what's with the unexplained baboon cameo ?",-1,0.0020050047896802425,roberta-mlm-loss,easy
55,"an odd , haphazard , and inconsequential romantic comedy .",-1,0.0006363088614307344,roberta-mlm-loss,easy
56,"though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere .",-1,0.0013804205227643251,roberta-mlm-loss,easy
57,"pascale bailly's rom-com provides amlie's audrey tautou with another fabuleux destin -- i . e . , a banal spiritual quest .",-1,0.18194958567619324,roberta-mlm-loss,hard
58,"a static and sugary little half-hour , after-school special about interfaith understanding , stretched out to 90 minutes .",-1,0.01183315645903349,roberta-mlm-loss,medium
59,"watching the chemistry between freeman and judd , however , almost makes this movie worth seeing . almost .",-1,0.026880675926804543,roberta-mlm-loss,medium
60,. . . a pretentious and ultimately empty examination of a sick and evil woman .,-1,0.0002937859680969268,roberta-mlm-loss,easy
61,"the country bears has no scenes that will upset or frighten young viewers . unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either .",-1,0.4318622350692749,roberta-mlm-loss,hard
62,"the cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to stonehenge . before long , you're desperate for the evening to end .",-1,0.2048070877790451,roberta-mlm-loss,hard
63,the characters are never more than sketches . . . which leaves any true emotional connection or identification frustratingly out of reach .,-1,0.0021782973781228065,roberta-mlm-loss,easy
64,mattei's underdeveloped effort here is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from stock character camp -- a drowsy drama infatuated by its own pretentious self-examination .,-1,0.266282856464386,roberta-mlm-loss,hard
65,only in its final surprising shots does rabbit-proof fence find the authority it's looking for .,-1,0.30998027324676514,roberta-mlm-loss,hard
66,"isn't as sharp as the original . . . despite some visual virtues , 'blade ii' just doesn't cut it .",-1,0.3913102447986603,roberta-mlm-loss,hard
67,". . . plays like a badly edited , 91-minute trailer ( and ) the director can't seem to get a coherent rhythm going . in fact , it doesn't even seem like she tried .",-1,0.010187437757849693,roberta-mlm-loss,medium
68,"maybe leblanc thought , "" hey , the movie about the baseball-playing monkey was worse . """,-1,0.11201813071966171,roberta-mlm-loss,hard
69,what you expect is just what you get . . . assuming the bar of expectations hasn't been raised above sixth-grade height .,-1,0.0008515278459526598,roberta-mlm-loss,easy
70,barry sonnenfeld owes frank the pug big time,-1,0.1635756939649582,roberta-mlm-loss,hard
71,"the biggest problem with roger avary's uproar against the mpaa is that , even in all its director's cut glory , he's made a film that's barely shocking , barely interesting and most of all , barely anything .",-1,0.0860029011964798,roberta-mlm-loss,hard
72,so riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along .,-1,0.0010626394068822265,roberta-mlm-loss,easy
73,"i approached the usher and said that if she had to sit through it again , she should ask for a raise .",-1,0.020204683765769005,roberta-mlm-loss,medium
74,earnest but heavy-handed .,-1,0.0010677850805222988,roberta-mlm-loss,easy
75,if sinise's character had a brain his ordeal would be over in five minutes but instead the plot goes out of its way to introduce obstacles for him to stumble over .,-1,0.2873043417930603,roberta-mlm-loss,hard
76,"too slow for a younger crowd , too shallow for an older one .",-1,0.004755034111440182,roberta-mlm-loss,medium
77,"there's a reason the studio didn't offer an advance screening . "" the adventures of pluto nash "" is a big time stinker .",-1,0.012391142547130585,roberta-mlm-loss,medium
78,"a punch line without a premise , a joke built entirely from musty memories of half-dimensional characters .",-1,0.003097746055573225,roberta-mlm-loss,easy
79,"takes one character we don't like and another we don't believe , and puts them into a battle of wills that is impossible to care about and isn't very funny .",-1,0.0014071728801354766,roberta-mlm-loss,easy
80,the things this movie tries to get the audience to buy just won't fly with most intelligent viewers .,-1,0.0031279765535146,roberta-mlm-loss,easy
81,"even if the enticing prospect of a lot of nubile young actors in a film about campus depravity didn't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by avary's failure to construct a story with even a trace of dramatic interest .",-1,0.22972337901592255,roberta-mlm-loss,hard
82,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,-1,0.16633188724517822,roberta-mlm-loss,hard
83,"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",-1,0.004980592057108879,roberta-mlm-loss,medium
84,"deadly dull , pointless meditation on losers in a gone-to-seed hotel .",-1,0.10250279307365417,roberta-mlm-loss,hard
85,"with this new rollerball , sense and sensibility have been overrun by what can only be characterized as robotic sentiment .",-1,0.010522126220166683,roberta-mlm-loss,medium
86,one can only assume that the jury who bestowed star hoffman's brother gordy with the waldo salt screenwriting award at 2002's sundance festival were honoring an attempt to do something different over actually pulling it off,-1,0.628918468952179,roberta-mlm-loss,hard
87,"a movie more to be prescribed than recommended -- as visually bland as a dentist's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms .",-1,0.0055176070891320705,roberta-mlm-loss,medium
88,"sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler . but never mind all that ; the boobs are fantasti",-1,0.15185372531414032,roberta-mlm-loss,hard
89,"the script covers huge , heavy topics in a bland , surfacey way that doesn't offer any insight into why , for instance , good things happen to bad people .",-1,0.04343511909246445,roberta-mlm-loss,medium
90,"a portrait of alienation so perfect , it will certainly succeed in alienating most viewers .",-1,0.001591630163602531,roberta-mlm-loss,easy
