index,text,score,difficulty_score,difficulty_strategy,dificulty,fold,entropy
1,"it's so laddish and juvenile , only teenage boys could possibly find it funny .",-1,0.0018709221621975,roberta-mlm-loss,easy,0,0.6926494175162601
4,a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .,-1,0.0017351135611534,roberta-mlm-loss,easy,0,0.6664820251040042
5,"the story is also as unoriginal as they come , already having been recycled more times than i'd care to count .",-1,0.0012075813720002,roberta-mlm-loss,easy,0,0.691755909826772
7,not so much farcical as sour .,-1,0.0031153257004916,roberta-mlm-loss,easy,0,0.6485354994312864
8,unfortunately the story and the actors are served with a hack script .,-1,0.0115458145737648,roberta-mlm-loss,medium,0,0.5803018498144075
9,"all the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject .",-1,0.0011620912700891,roberta-mlm-loss,easy,0,0.6563891450253928
10,a sentimental mess that never rings true .,-1,0.0645065233111381,roberta-mlm-loss,hard,0,0.6809505163069959
12,"interesting , but not compelling .",-1,0.0004533898027148,roberta-mlm-loss,easy,0,0.6929487808286037
13,"on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire .",-1,0.0488764829933643,roberta-mlm-loss,medium,0,0.6467060691563871
15,there is a difference between movies with the courage to go over the top and movies that don't care about being stupid,-1,0.0012788458261638,roberta-mlm-loss,easy,0,0.6478527729134891
16,"nothing here seems as funny as it did in analyze this , not even joe viterelli as de niro's right-hand goombah .",-1,0.8714401721954346,roberta-mlm-loss,hard,0,0.691847311965478
19,this 100-minute movie only has about 25 minutes of decent material .,-1,0.0024557125288993,roberta-mlm-loss,easy,0,0.36333035595726426
20,the execution is so pedestrian that the most positive comment we can make is that rob schneider actually turns in a pretty convincing performance as a prissy teenage girl .,-1,0.0189447719603776,roberta-mlm-loss,medium,0,0.6917711388311494
22,it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there's a little girl-on-girl action .,-1,0.0040271603502333,roberta-mlm-loss,easy,0,0.613284591871311
23,"a farce of a parody of a comedy of a premise , it isn't a comparison to reality so much as it is a commentary about our knowledge of films .",-1,0.0048960801213979,roberta-mlm-loss,medium,0,0.5179389972544864
24,"as exciting as all this exoticism might sound to the typical pax viewer , the rest of us will be lulled into a coma .",-1,0.0025706156156957,roberta-mlm-loss,easy,0,0.6922817458097495
25,the party scenes deliver some tawdry kicks . the rest of the film . . . is dudsville .,-1,0.0728808268904686,roberta-mlm-loss,hard,0,0.6611103392187778
26,our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender  and i know this because i've seen 'jackass : the movie . ',-1,0.0157584249973297,roberta-mlm-loss,medium,0,0.6923745606582317
28,"the movie's something-borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story . killing time , that's all that's going on here .",-1,0.3366590738296509,roberta-mlm-loss,hard,0,0.5281614801094799
29,"stupid , infantile , redundant , sloppy , over-the-top , and amateurish . yep , it's "" waking up in reno . "" go back to sleep .",-1,0.0136528490111231,roberta-mlm-loss,medium,0,0.5760694273979274
30,"somewhere in the middle , the film compels , as demme experiments he harvests a few movie moment gems , but the field of roughage dominates .",-1,0.4636123180389404,roberta-mlm-loss,hard,0,0.6723094409766658
33,the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this ; i assume the director has pictures of them cavorting in ladies' underwear .,-1,0.1466729640960693,roberta-mlm-loss,hard,0,0.677883957625814
34,another useless recycling of a brutal mid-'70s american sports movie .,-1,0.0091082537546753,roberta-mlm-loss,medium,0,0.6910043231023155
35,i didn't laugh . i didn't smile . i survived .,-1,0.0011328662512823,roberta-mlm-loss,easy,0,0.6732472014758497
36,"please , someone , stop eric schaeffer before he makes another film .",-1,0.0018392596393823,roberta-mlm-loss,easy,0,0.6925993197693909
37,"most of the problems with the film don't derive from the screenplay , but rather the mediocre performances by most of the actors involved",-1,0.0019201491959393,roberta-mlm-loss,easy,0,0.6931446904661429
38,". . . if you're just in the mood for a fun -- but bad -- movie , you might want to catch freaks as a matinee .",-1,0.0138472989201545,roberta-mlm-loss,medium,0,0.6926743915060989
39,curling may be a unique sport but men with brooms is distinctly ordinary .,-1,0.0719410106539726,roberta-mlm-loss,hard,0,0.6927877309840047
43,"analyze that regurgitates and waters down many of the previous film's successes , with a few new swings thrown in .",-1,0.0709587261080741,roberta-mlm-loss,hard,0,0.690634134938209
44,"with flashbulb editing as cover for the absence of narrative continuity , undisputed is nearly incoherent , an excuse to get to the closing bout . . . by which time it's impossible to care who wins .",-1,0.0040522115305066,roberta-mlm-loss,easy,0,0.600359972745156
47,equlibrium could pass for a thirteen-year-old's book report on the totalitarian themes of 1984 and farenheit 451 .,-1,0.6545494198799133,roberta-mlm-loss,hard,0,0.6856691480639803
48,the lack of naturalness makes everything seem self-consciously poetic and forced . . . it's a pity that [nelson's] achievement doesn't match his ambition .,-1,0.0065459297038614,roberta-mlm-loss,medium,0,0.46874993744043647
50,"when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theater and shout , 'hey , kool-aid ! '",-1,0.0072967526502907,roberta-mlm-loss,medium,0,0.6560989981731289
